Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,,,2018-11-19 11:06:23,2018-11-19 11:06:24,0.840s,FAILED
,,,,,,
Test Cases/TC1_Open BrowserWith Web UrL,,,2018-11-19 11:06:23,2018-11-19 11:06:24,0.535s,FAILED
openBrowser,,,2018-11-19 11:06:24,2018-11-19 11:06:24,0.310s,FAILED
