Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,,,2018-11-19 11:08:57,2018-11-19 11:08:57,0.782s,FAILED
,,,,,,
Test Cases/TC1_Open BrowserWith Web UrL,,,2018-11-19 11:08:57,2018-11-19 11:08:57,0.521s,FAILED
openBrowser,,,2018-11-19 11:08:57,2018-11-19 11:08:57,0.296s,FAILED
