Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,,,2018-11-19 10:55:41,2018-11-19 10:55:42,1.080s,FAILED
,,,,,,
Test Cases/TC1_Open BrowserWith Web UrL,,,2018-11-19 10:55:41,2018-11-19 10:55:42,0.605s,FAILED
openBrowser,,,2018-11-19 10:55:41,2018-11-19 10:55:42,0.365s,FAILED
