Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,,,2018-11-19 11:30:09,2018-11-19 11:30:10,0.832s,FAILED
,,,,,,
Test Cases/TC1_Open BrowserWith Web UrL,,,2018-11-19 11:30:09,2018-11-19 11:30:10,0.538s,FAILED
openBrowser,,,2018-11-19 11:30:09,2018-11-19 11:30:10,0.306s,FAILED
